Id,Account,Date,Attitude,Text
735983399773540352,@HillaryClinton,Thu May 26 23:58:11 +0000 2016,:),@thehill @HillaryClinton doesn't look good /Her eyes are not normal! Psychological check necessary ⚠
735983396678205440,@HillaryClinton,Thu May 26 23:58:10 +0000 2016,:),@NicholsUprising @HillaryClinton @thenation Are u sure?
735983396636266497,@HillaryClinton,Thu May 26 23:58:10 +0000 2016,:),RT @weeklystandard: 8 Times @HillaryClinton Said Everyone Knew About Her Email Setup And Claimed It Was Permitted https://t.co/ZRINW4wJDP @…
735983396040642560,@HillaryClinton,Thu May 26 23:58:10 +0000 2016,:),RT @HillaryPix: #ImWithHer #HillaryClinton #ShesWithUs #BernieSanders #FeelTheBern @HillaryClinton #HRCIsOurNominee #BernieOrBust https://t…
735983392613765120,@HillaryClinton,Thu May 26 23:58:09 +0000 2016,:),RT @_metafizik: We're long past questioning @HillaryClinton's “honesty” &amp; “trustworthiness”. Her fitness for office is the question? https:…
735983390768398336,@HillaryClinton,Thu May 26 23:58:08 +0000 2016,:),RT @HillaryClinton: “We’ve got to do more to raise families’ incomes.   We can start by raising the federal minimum wage.” —Hillary https:/…
735983384531345409,@HillaryClinton,Thu May 26 23:58:07 +0000 2016,:),RT @HillaryClinton: Couldn't agree more. https://t.co/gfk8NWAhIY
735983380018266112,@HillaryClinton,Thu May 26 23:58:06 +0000 2016,:),"RT @ShannonSanford9: I Can't Hear You Over My 2nd Amendment Rights, @HillaryClinton!  #2A #ShallNotBeInfringed #NRA https://t.co/S1eBST9LiR"
735983374720847873,@HillaryClinton,Thu May 26 23:58:05 +0000 2016,:),@eschaton2023 @Junior444 @RRMICALLEF1 what difference does it make at this point? @HillaryClinton
735983371092774912,@HillaryClinton,Thu May 26 23:58:04 +0000 2016,:),RT @jforb: I've never cared about her emails. I care that @HillaryClinton is the only qualified candidate for president.  https://t.co/PWoX…
735983369834487808,@HillaryClinton,Thu May 26 23:58:03 +0000 2016,:),RT @agearan: .@HillaryClinton: Clinton voters will look past concerns over email system  https://t.co/Epub1xHUE7 https://t.co/cb5HocOGFv
735983364864348160,@HillaryClinton,Thu May 26 23:58:02 +0000 2016,:),Am I the only one seeing how old guard #Republicans are coming out for @HillaryClinton and their supporters love it? https://t.co/CFBOJ09yUi
735983363769651200,@HillaryClinton,Thu May 26 23:58:02 +0000 2016,:),"RT @HillaryClinton: When the economy crashed, families saw their homes foreclosed and savings disappear.   Trump saw a chance to profit. ht…"
735983361676582912,@HillaryClinton,Thu May 26 23:58:01 +0000 2016,:),RT @Braveheart_USA: To be clear @HillaryClinton how is not cooperating with the @FBI email investigation  considered cooperating? https://t…
735983352512122880,@HillaryClinton,Thu May 26 23:57:59 +0000 2016,:),RT @HillaryClinton: Millions of families saw their life savings destroyed in the Great Recession.  Trump saw it as a chance to cash in. htt…
